ID;null
716255;null
969004;null
1084987;null
1095313;null
1102352;null
1302049;null
1320606;null
1363380;null
1371019;null
1374307;null
1416438;null
1800458;null
1812088;null
1964153;null
2187558;null
2210501;null
2257543;null
2303839;null
2462640;null
2777796;null
2787562;null
2960263;null
2983538;null
3269572;null
3337543;null
3410688;null
3450735;null
3450757;null
3529840;null
3596690;null
3638608;null
3853470;null
3940255;null
3951392;null
3960419;null
4001567;null
4003382;null
4045837;null
4398850;null
4413232;null
4545802;null
4581455;null
4843219;null
4891828;null
5325639;null
5328032;null
5387828;null
5528500;null
5589717;null
5652040;null
5704066;null
5878509;null
6537099;null
6662682;null
7107156;null
7157440;null
7167920;null
7200724;null
7225044;null
7357558;null
7489706;null
7860895;null
7906346;null
7934296;null
8043238;null
1371019;null
1302049;null
1320606;null
1102352;null
1363380;null
7860895;null
